"id"	"document"	"label"	"label_type"	"text"	"label_indices"	"context"
"14017"	"Grindr"	"0"	"[]"	"you and we agree that if any provision of this agreement shall be deemed unlawful , void , or for any reason unenforceable , then that provision shall be deemed severable from this agreement and shall not affect the validity and enforceability of any remaining provisions ."	"[0]"	"Severability, Waiver of Agreement Provisions. You and We agree that if any provision of this Agreement shall be deemed unlawful, void, or for any reason unenforceable, then that provision shall be deemed severable from this Agreement and shall not affect the validity and enforceability of any remaining provisions. A provision of this Agreement may be waived only by a written instrument executed by the party entitled to the benefit of such provision. The failure of any party at any time to require performance of any provision of this Agreement shall in no manner affect such party’s right at a later time to enforce the same. A waiver of any breach of any provision of this Agreement shall not be construed as a continuing waiver of other breaches of the same or other provisions of this Agreement."
"4926"	"ZalandoUK"	"1"	"['LAW']"	"these terms of use and your use of the websites -lrb- and all non-contractual relationships arising out of or connected to it or them -rrb- shall be governed by and construed in accordance with english law ."	"[5]"	"14. English law and jurisdiction These terms of use and your use of the Websites (and all non-contractual relationships arising out of or connected to it or them) shall be governed by and construed in accordance with English law. You submit to the exclusive jurisdiction of the English courts to settle any dispute which may arise under these terms of use."
"17512"	"Microsoft"	"0"	"[]"	"if you gave us your phone number in connection with your microsoft account or skype account , then we may send service notifications to you via sms -lrb- text message -rrb- , including to verify your identity before registering your mobile phone number ."	"[0]"	"d. Service Notifications. When there’s something important to tell you about a Service you use, we’ll send you Service notifications to the email associated with your Microsoft account or, for Skype notifications, your Skype account. If you gave us your phone number in connection with your Microsoft account or Skype account, then we may send Service notifications to you via SMS (text message), including to verify your identity before registering your mobile phone number. Data or messaging rates may apply when receiving notifications via SMS."
"9679"	"Match"	"1"	"['USE']"	"therefore , by creating an account , the member or subscriber acknowledges that he/she is fully informed of and bound by all the provisions of the terms of use ."	"[9]"	"For each of the Services, certain features are available to Members free of charge while other features are paid for and accessible only by Subscribers. Registration to one or more Services as well as use of the Services implies the acceptance of these Terms of Use by the Member or Subscriber in full. Therefore, by creating an Account, the Member or Subscriber acknowledges that he/she is fully informed of and bound by all the provisions of the Term of Use."
"4319"	"DeviantArt"	"0"	"[]"	"visit https://www.deviantart.com/sell/ for additional details on the print program ."	"[0]"	"22. Print Program As a registered member of the Service, you will also be granted the privilege of listing certain types of Artist Materials, known as ""Artwork,"" for sale through the DeviantArt Shop. Visit https://www.deviantart.com/sell/ for additional details on the Print Program. Prior to submitting Artwork for sale, you must accept the additional terms and conditions of the Print Program Agreement, which is incorporated into, and forms a part of, the Terms."
"7997"	"VeryChic"	"0"	"[]"	"`` article '' : designates an article of terms & conditions ."	"[0]"	"ARTICLE 1 – DEFINITIONS The following capitalised terms used throughout these Terms and Conditions have the following meanings given to them (whether used in the singular or plural). ""Article"": designates an article of Terms & Conditions."
"645"	"musically"	"0"	"[]"	"you will update the information about yourself promptly , and as necessary , to keep it current and accurate ."	"[0]"	"Accuracy of Information . When creating an Account, you will provide true, accurate, current, and complete information as the Company requests. You will update the information about yourself promptly, and as necessary, to keep it current and accurate. We reserve the right to disallow, cancel, remove, or reassign certain usernames and permalinks in appropriate circumstances, as determined by us in our sole discretion, and may, with or without prior notice, suspend or terminate your Account if activities occur on your Account which, in our sole discretion, would or might constitute a violation of this EULA, cause damage to or impair the Service, infringe or violate any third party rights, or violate any applicable laws or regulations. If messages sent to the e-mail address you provide are returned as undeliverable, then the Company may terminate your Account immediately without notice to you and without any liability to you or any third party."
"10548"	"Linkedin"	"1"	"['CH', 'TER']"	"we may change , suspend or end any service , or change and modify prices prospectively in our discretion ."	"[2, 8]"	"3.2 Service Availability We may change, suspend or end any Service, or change and modify prices prospectively in our discretion. To the extent allowed under law, these changes may be effective upon notice provided to you. We may change or discontinue any of our Services. We don’t promise to store or keep showing any information and content that you’ve posted."
"7626"	"Headspace"	"0"	"[]"	"our contact email address is help@headspace.com ."	"[0]"	"Our contact email address is help@headspace.com. All correspondence to Headspace including any queries you may have regarding your use of the Products or these Terms should be sent to this contact email address."
"2989"	"Expedia"	"0"	"[]"	"a clear identification of the copyrighted work you claim was infringed ."	"[0]"	"A clear identification of the copyrighted work you claim was infringed. A clear identification of the material you claim is infringing on the Website, such as a link to the infringing material. Your address, email address and telephone number. A statement that you have a ""good faith belief that the material that is claimed as copyright infringement is not authorized by the copyright owner, its agent, or the law."" A statement that ""the information in the notification is accurate, and under penalty of perjury, the complaining party is authorized to act on behalf of the owner of an exclusive right that is allegedly infringed."" A signature by the person authorized to act on behalf of the owner of an exclusive right that is allegedly infringed."
"13604"	"Alibaba"	"0"	"[]"	"5.11 member acknowledges and agrees that the services may only be used by businesses and their representatives for business use and not for individual consumers or for personal use ."	"[0]"	"5.11 Member acknowledges and agrees that the Services may only be used by businesses and their representatives for business use and not for individual consumers or for personal use."
"14491"	"Rovio"	"1"	"['CH', 'CR']"	"rovio may manage , regulate , control , modify or eliminate virtual goods at any time , with or without notice ."	"[2, 3]"	"Rovio may manage, regulate, control, modify or eliminate virtual goods at any time, with or without notice. Rovio shall have no liability to you or any third party in the event that Rovio exercises any such rights. SUBJECT TO MANDATORY LEGISLATION, YOU ACKNOWLEDGE THAT ROVIO IS NOT REQUIRED TO PROVIDE A REFUND FOR VIRTUAL GOODS FOR ANY REASON, AND THAT YOU WILL NOT RECEIVE MONEY OR OTHER COMPENSATION FOR UNUSED VIRTUAL GOODS, WHETHER YOUR LOSS OF LICENSE UNDER THIS EULA WAS VOLUNTARY OR INVOLUNTARY."
"7697"	"Headspace"	"0"	"[]"	"please quote the order number in all subsequent correspondence with us ."	"[0]"	"Please quote the Order number in all subsequent correspondence with us . Prices in US Dollars and Euros include local taxes. All prices in Pound Sterling include VAT unless otherwise stated. You agree not to hold us responsible for banking charges incurred due to payments on your account. If payment is not received by us from the Payment Method you provided, you agree to pay all amounts due upon demand by us. You agree that you are not permitted to resell any Products purchased through Headspace for commercial purposes."
"1706"	"Yelp"	"0"	"[]"	"please read this section carefully since it limits the liability of the yelp entities to you ."	"[0]"	"DISCLAIMERS AND LIMITATIONS OF LIABILITY PLEASE READ THIS SECTION CAREFULLY SINCE IT LIMITS THE LIABILITY OF THE YELP ENTITIES TO YOU. EACH OF THE SUBSECTIONS BELOW ONLY APPLIES UP TO THE MAXIMUM EXTENT PERMITTED UNDER APPLICABLE LAW. NOTHING HEREIN IS INTENDED TO LIMIT ANY RIGHTS YOU MAY HAVE WHICH MAY NOT BE LAWFULLY LIMITED. IF YOU ARE UNSURE ABOUT THIS OR ANY OTHER SECTION OF THESE TERMS, PLEASE CONSULT WITH A LEGAL PROFESSIONAL PRIOR TO ACCESSING OR USING THE SITE. BY ACCESSING OR USING THE SITE, YOU REPRESENT THAT YOU HAVE READ, UNDERSTOOD, AND AGREE TO THESE TERMS, INCLUDING THIS SECTION. YOU ARE GIVING UP SUBSTANTIAL LEGAL RIGHTS BY AGREEING TO THESE TERMS."
"18826"	"Grammarly"	"0"	"[]"	"if you are a california resident , you waive california civil code section 1542 , which says : `` a general release does not extend to claims which the creditor does not know or suspect to exist in his favor at the time of executing the release , which if known by him must have materially affected his settlement with the debtor . ''"	"[0]"	"You shall indemnify, release and hold harmless Grammarly and its parents, subsidiaries, affiliates, licensors and suppliers, and each of their respective officers, directors, employees and agents, from and against any loss, liability (including settlements, judgments, fines and penalties) and costs (including reasonable attorney fees, court costs and other litigation expenses) relating to any claim or demand made by any third party due to or arising out of your access to the Site, use of the Services or Software, violation of this Agreement, or infringement of any intellectual property or other right of any person or entity. If you are a California resident, you waive California Civil Code Section 1542, which says: “A general release does not extend to claims which the creditor does not know or suspect to exist in his favor at the time of executing the release, which if known by him must have materially affected his settlement with the debtor.” If you are a resident of another jurisdiction, you waive any comparable statute or doctrine."
"12224"	"Weebly"	"1"	"['A']"	"either party may bring a lawsuit solely for injunctive relief to stop unauthorized use or abuse of the service , or to enforce intellectual property rights -lrb- e.g. , copyright , trademark , trade secret , or patent rights -rrb- without first engaging in our informal dispute resolution process or arbitration ."	"[1]"	"Either party may bring a lawsuit solely for injunctive relief to stop unauthorized use or abuse of the Service, or to enforce intellectual property rights (e.g., copyright, trademark, trade secret, or patent rights) without first engaging in our informal dispute resolution process or arbitration. In the event this agreement to arbitrate does not apply to you or your claim, any judicial proceeding will be brought in the federal or state courts of San Francisco County, California. You and Weebly agree to submit to the personal and exclusive jurisdiction of the courts in San Francisco, California. REGARDLESS OF ANY STATUTE OR LAW TO THE CONTRARY, ANY CLAIM OR CAUSE OF ACTION BROUGHT BY YOU ARISING OUT OF OR RELATED TO USE OF THE SERVICE OR THESE TERMS MUST BE FILED WITHIN ONE (1) YEAR AFTER SUCH CLAIM OR CAUSE OF ACTION AROSE OR BE FOREVER BARRED."
"10418"	"Snap"	"0"	"[]"	"if you 're unsure what those charges may be , you should ask your service provider before using the services ."	"[0]"	"You are responsible for any mobile charges that you may incur for using our Services, including text-messaging and data charges. If you’re unsure what those charges may be, you should ask your service provider before using the Services."
"793"	"musically"	"1"	"['TER']"	"the company has discretion , however , to terminate the account of any user after receipt of a single notification of claimed infringement or upon the company 's own determination ."	"[8]"	"Repeat Infringer Policy . The Company’s intellectual property policy is to (i) remove or disable access to material that the Company believes in good faith, upon notice from an intellectual property owner or his or her agent, is infringing the intellectual property of a third party by being made available through the Service; and (ii) remove any User Content uploaded to the Service by “repeat infringers.” The Company considers a “repeat infringer” to be any User that has uploaded User Content or Feedback to or through the Service and for whom the Company has received more than two takedown notices compliant with the provisions of 17 U.S.C. § 512 with respect to such User Content or Feedback. The Company has discretion, however, to terminate the Account of any User after receipt of a single notification of claimed infringement or upon the Company’s own determination."
"6746"	"Tinder"	"1"	"['TER']"	"tinder may terminate your account at any time without notice if it believes that you have violated this agreement ."	"[8]"	"You may terminate your account at any time, for any reason, by following the instructions in “Settings” in the Service, however you will need to manage your in app purchases through your mobile device platform (e.g., iTunes, Google Play). Tinder may terminate your account at any time without notice if it believes that you have violated this Agreement. Upon such termination, you will not be entitled to any refund for purchases. After your account is terminated, this Agreement will terminate, except that the following provisions will still apply to you and Tinder: Section 5, Section 6, and Sections 13 through 20."
"14120"	"Grindr"	"0"	"[]"	"to exercise the right to cancel your grindr services during the seven -lrb- 7 -rrb- day cancellation period , you must inform us at legal@grindr.com of your decision to cancel by a clear statement ."	"[0]"	"Cancellation within 14-day cancellation period. You have the right to cancel Your Grindr Premium Services within fourteen (14) days without giving any reason. The cancellation period will expire after fourteen (14) days from Your purchase of the Grindr Premium Services. If You have benefitted from a free trial, the cancellation period will expire fourteen (14) days from the beginning of Your free trial. To exercise the right to cancel Your Grindr Premium Services during the fourteen (14) day cancellation period, You must inform Us at help@grindr.com of Your decision to cancel by a clear statement. You may use the Model Withdrawal Form found in Annex I(B) of the Directive on Consumer Rights. We will communicate to You an acknowledgment of receipt of such cancellation by email without delay. To meet the cancellation deadline, it is sufficient for You to send Your communication concerning Your exercise of the right to cancel before the cancellation period has expired. There are no separate cancellation fees but there are no refunds except as provided herein. We will refund You a pro-rata amount of the Premium fee for the unused period of Your Premium Services. You will still be required to pay a Premium Service fee for the period of Your Premium Services until You communicated to Us Your cancellation, (excluding any free trial period where no payment was taken) and We will therefore not refund You for that portion of Your Premium Services. We will make the refund without undue delay and not later than fourteen (14) days after the day on which We are informed about Your decision to cancel Your Premium Services. We will issue the refund using the same means of payment as You used for the initial transaction, unless You have expressly agreed otherwise."
"4763"	"ZalandoUK"	"0"	"[]"	"a voucher is considered to have been redeemed if it is used as payment in placing an order ."	"[0]"	"e) An order for a gift voucher can be cancelled by contacting us on 0800 472 5995 at any time before the gift voucher has been redeemed. A voucher is considered to have been redeemed if it is used as payment in placing an order."
"1692"	"Yelp"	"1"	"['CH']"	"please review them before you make each purchase since they may change from time to time ."	"[2]"	"YELP DEALS AND YELP ADVERTISING If you purchase a Yelp Deal or Gift Certificate, the terms of your purchase will be governed by the Yelp General Terms for Deals and Certificates. Please review them before you make each purchase since they may change from time to time. In the event of any conflict between the Yelp General Terms for Deals and Certificates and these Terms, the Yelp General Terms for Deals and Certificates will prevail."
"7540"	"Sporcle"	"1"	"['LTD']"	"sporcle takes no responsibility and assumes no liability for any content posted or uploaded by you or any third party , or for any mistakes , defamation , slander , libel , omissions , falsehoods , obscenity , pornography , profanity , or objectionable material you may encounter ."	"[6]"	"Disclaimer of Responsibility for Third Party Content; Reservation of Rights Sporcle takes no responsibility and assumes no liability for any Content posted or uploaded by you or any third party, or for any mistakes, defamation, slander, libel, omissions, falsehoods, obscenity, pornography, profanity, or objectionable material you may encounter. Your use of the Site is at your own risk. As a provider of interactive services, Sporcle is not liable for any statements, representations, or Content provided by its users. Although we have no obligation to screen, edit, or monitor any Content posted by users (or any other activities of users on the Sites), we reserve the right, at our sole discretion, to remove, take down, destroy, or delete any Content at any time and for any reason, including without limitation, Content that we deem inappropriate, offensive, or which we believe may subject us to any liability. We may access, use, and disclose transaction information about your use of our Site, and any Content transmitted by you via or in connection with our Site, to the extent permitted by law, in order to comply with the law (e.g., a lawful subpoena); to initiate, render, bill, and collect for our services; to protect our rights or property, or to protect users of our Site from fraudulent, abusive, or unlawful use of our Site. INDIRECT OR ATTEMPTED VIOLATIONS OF THIS AGREEMENT OR ANY RELATED POLICY, GUIDELINE, OR AGREEMENT, AND ACTUAL OR ATTEMPTED VIOLATIONS BY A THIRD PARTY ON YOUR BEHALF SHALL BE CONSIDERED VIOLATIONS OF THIS AGREEMENT BY YOU. Any use of the Site in violation of the foregoing is in violation of these terms and may result in, among other things, the termination or suspension of your rights to use the Site."
"8156"	"VeryChic"	"0"	"[]"	"prices indicated for special cases , such as single rooms or discounts for children are provided as a guide only ."	"[0]"	"Prices indicated for special cases, such as single rooms or discounts for children are provided as a guide only. Should a change affect these prices, the Customer will be informed of this before confirmation of the Booking request."
"9312"	"Booking"	"0"	"[]"	"our vat registration number is nl805734958b01 ."	"[0]"	""
"2265"	"Google"	"1"	"['PINC', 'USE']"	"by using our services , you agree that google can use such data in accordance with our privacy policies ."	"[7, 9]"	"Privacy and Copyright Protection Google’s privacy policies explain how we treat your personal data and protect your privacy when you use our Services. By using our Services, you agree that Google can use such data in accordance with our privacy policies."
"5278"	"Yahoo"	"1"	"['TER']"	"cause for such termination , limitation of access or suspension shall include , but not be limited to , -lrb- a -rrb- breaches or violations of the tos or other incorporated agreements or guidelines , -lrb- b -rrb- requests by law enforcement or other government agencies , -lrb- c -rrb- discontinuance or material modification to the yahoo services -lrb- or any part thereof -rrb- , -lrb- d -rrb- unexpected technical or security issues or problems , -lrb- e -rrb- extended periods of inactivity , -lrb- f -rrb- engagement by you in fraudulent or illegal activities , and/or -lrb- g -rrb- nonpayment of any fees owed by you in connection with the yahoo services ."	"[8]"	"TERMINATION You may terminate your Yahoo account, any associated email address and access to the Yahoo Services by submitting such termination request to Yahoo. You agree that Yahoo may, without prior notice, immediately terminate, limit your access to or suspend your Yahoo account, any associated email address, and access to the Yahoo Services. Cause for such termination, limitation of access or suspension shall include, but not be limited to, (a) breaches or violations of the TOS or other incorporated agreements or guidelines, (b)requests by law enforcement or other government agencies, (c) discontinuance or material modification to the Yahoo Services (or any part thereof), (d) unexpected technical or security issues or problems, (e) extended periods of inactivity, (f) engagement by you in fraudulent or illegal activities, and/or (g) nonpayment of any fees owed by you in connection with the Yahoo Services. Further, you agree that all terminations, limitations of access and suspensions for cause shall be made in Yahoo's sole discretion and that Yahoo shall not be liable to you or any third party for any termination of your account, any associated email address, or access to the Yahoo Services. Termination of your Yahoo account includes any or all of the following: (a) removal of access to all or part of the offerings within the Yahoo Services, (b) deletion of your password and all related information, files and content associated with or inside your account (or any part thereof), and (c) barring of further use of all or part of the Yahoo Services."
"11546"	"Duolingo"	"0"	"[]"	"this is an aggregate limit ."	"[0]"	"DUOLINGO’S LIABILITY TO YOU OR ANY THIRD PARTY CLAIMING THROUGH YOU FOR ANY CAUSE WHATSOEVER, AND REGARDLESS OF THE FORM OF THE ACTION, IS LIMITED TO THE AMOUNT PAID, IF ANY, BY YOU TO DUOLINGO FOR THE SERVICE IN THE 12 MONTHS PRIOR TO THE INITIAL ACTION GIVING RISE TO LIABILITY. THIS IS AN AGGREGATE LIMIT. THE EXISTENCE OF MORE THAN ONE CLAIM HEREUNDER WILL NOT INCREASE THIS LIMIT."
"11864"	"Weebly"	"0"	"[]"	"our web-based service allows users who register for an account -lrb- each an `` account holder '' -rrb- to create and update an online web site ."	"[0]"	"2. Description of Service Our web-based Service allows users who register for an account (each an ""Account Holder"") to create and update an online web site."
"8023"	"VeryChic"	"1"	"['CH']"	"verychic reserves the right to make modifications at any time , with any changes taking effect at the instance of publication on the site ."	"[2]"	"ARTICLE 2 – APPLICATION OF TERMS AND CONDITIONS These terms and conditions which govern the relationship between VERYCHIC and its Customers are current as of the 16th July 2018 and supersede all previous versions. VERYCHIC reserves the right to make modifications at any time, with any changes taking effect at the instance of publication on the Site."
"12272"	"WhatsApp"	"0"	"[]"	"you acknowledge that the laws , regulations , and standards of the country in which your information is stored or processed may be different from those of your own country ."	"[0]"	"Privacy policy and user data WhatsApp cares about your privacy. WhatsApp’s Privacy Policy describes our information (including message) practices, including the types of information we receive and collect from you and how we use and share this information. You agree to our data practices, including the collection, use, processing, and sharing of your information as described in our Privacy Policy, as well as the transfer and processing of your information to the United States and other countries globally where we have or use facilities, service providers, or partners, regardless of where you use our Services. You acknowledge that the laws , regulations , and standards of the country in which your information is stored or processed may be different from those of your own country ."
"13576"	"Alibaba"	"0"	"[]"	"a -rrb- be true , accurate , complete and lawful ;"	"[0]"	"5.5 Each Member further represents, warrants and agrees that the User Content that you submit, post or display shall: a) be true, accurate, complete and lawful;"
"5207"	"Yahoo"	"1"	"['PINC', 'USE']"	"you understand that through your use of the yahoo services you consent to the collection and use -lrb- as set forth in the applicable privacy policy -rrb- of this information , including the transfer of this information to the united states and/or other countries for storage , processing and use by yahoo and its affiliates ."	"[7, 9]"	"YAHOO PRIVACY POLICY Registration Data and certain other information about you are subject to our applicable privacy policy. For more information, see the full Yahoo Privacy Policy at https://policies.yahoo.com/us/en/yahoo/privacy/index.html. You understand that through your use of the Yahoo Services you consent to the collection and use (as set forth in the applicable privacy policy) of this information, including the transfer of this information to the United States and/or other countries for storage, processing and use by Yahoo and its affiliates."
"8245"	"VeryChic"	"1"	"['LTD']"	"under no circumstances shall the company be held liable for any damages , direct or indirect and/or immaterial , foreseeable or unforeseeable -lrb- including loss of profits or chance of , etc. -rrb- arising from the supply and/or use of the site , or the impossibility of use , total or partial , of the sites features ."	"[6]"	"Under no circumstances shall the Company be held liable for any damages, direct or indirect and/or immaterial, foreseeable or unforeseeable (including loss of profits or chance of, etc.) arising from the supply and/or use of the site, or the impossibility of use, total or partial, of the sites features."
"4495"	"ZalandoUK"	"0"	"[]"	"about us and these terms and conditions `` zalando se is a company registered in germany with the district court of charlottenburg , berlin under number hrb 158855 b with registered office at tamara-danz-str ."	"[0]"	"1. About us and these Terms and Conditions 1.1. About us and these terms and conditions “Zalando SE is a company registered in Germany with the district court of Charlottenburg, Berlin under number HRB 158855 B with registered office at Tamara-Danz-Str. 1, 10243 Berlin, Germany. You may call us on 0800 472 5995 or, concerning Zalando Lounge Products 0800 169 3450 – both telephone numbers are open to receive calls everyday between 8am and 8pm."
"11257"	"Opera"	"0"	"[]"	"while commonly referred to as a `` wallet '' , it is important for you to understand that , unlike cash in a physical wallet , crypto currency is not stored in the wallet ."	"[0]"	"Opera’s crypto wallet Service provides self-hosted, user controlled services related to Ethereum and related cryptographically secured tokens (“Crypto Currency”). While commonly referred to as a “wallet”, it is important for you to understand that, unlike cash in a physical wallet, Crypto Currency is not stored in the wallet."
"4499"	"ZalandoUK"	"1"	"['USE']"	"by ordering a product , you agree to be legally bound by these terms and conditions ."	"[9]"	"1.2 These Terms and Conditions govern the supply by us of any Product ordered by you on Zalando or Zalando Lounge. By ordering a Product, you agree to be legally bound by these Terms and Conditions."
"2907"	"Expedia"	"0"	"[]"	"health : recommended inoculations for travel may change and you should consult your doctor for current recommendations before you depart ."	"[0]"	"HEALTH: Recommended inoculations for travel may change and you should consult your doctor for current recommendations before you depart. It is your responsibility to ensure that you meet all health entry requirements, obtain the recommended inoculations, take all recommended medication, and follow all medical advice in relation to your trip."
"18888"	"Grammarly"	"0"	"[]"	"a waiver by either party of any term or condition of this agreement or any breach thereof , in any one instance , will not waive such term or condition or any subsequent breach thereof ."	"[0]"	"The failure of either party to exercise in any respect any right provided for herein shall not be deemed a waiver of any further rights hereunder. A waiver by either party of any term or condition of this Agreement or any breach thereof, in any one instance, will not waive such term or condition or any subsequent breach thereof."
"13868"	"Grindr"	"1"	"['LTD']"	"you agree that grindr will not be responsible or liable for any loss or damage of any sort incurred as the result of any such dealings or as the result of the presence of such advertisers on the grindr services ."	"[6]"	"Your correspondence or business dealings with, or participation in promotions of, advertisers found on or through the Grindr Services are solely between You and such advertiser. You agree that Grindr will not be responsible or liable for any loss or damage of any sort incurred as the result of any such dealings or as the result of the presence of such advertisers on the Grindr services."
"16767"	"Electronic_Arts"	"0"	"[]"	"ea virtual currency can not be sold , traded , transferred , or exchanged for cash ; it only may be redeemed for entitlements available for the ea service ."	"[0]"	""
"14"	"Mozilla"	"0"	"[]"	"in most cases we ask mozilla contributors to release content under open licenses ."	"[0]"	"Content authored by Mozilla is generally made available for public sharing and reuse through open licenses such as Creative Commons (for expressive material) or the Mozilla Public License (for software code). In most cases we ask Mozilla contributors to release Content under open licenses."
"16341"	"TikTok"	"1"	"['LTD']"	"subject to the paragraph above , we shall not be liable to you for : -lrb- i -rrb- any loss of profit -lrb- whether incurred directly or indirectly -rrb- ; -lrb- ii -rrb- any loss of goodwill ; -lrb- iii -rrb- any loss of opportunity ; -lrb- iv -rrb- any loss of data suffered by you ; or -lrb- v -rrb- any indirect or consequential losses which may be incurred by you ."	"[6]"	"SUBJECT TO THE PARAGRAPH ABOVE, WE SHALL NOT BE LIABLE TO YOU FOR: (I) ANY LOSS OF PROFIT (WHETHER INCURRED DIRECTLY OR INDIRECTLY); (II) ANY LOSS OF GOODWILL; (III) ANY LOSS OF OPPORTUNITY; (IV) ANY LOSS OF DATA SUFFERED BY YOU; OR (V) ANY INDIRECT OR CONSEQUENTIAL LOSSES WHICH MAY BE INCURRED BY YOU. ANY OTHER LOSS WILL BE LIMITED TO THE AMOUNT PAID BY YOU TO BYTEDANCE WITHIN THE LAST 12 MONTHS."
"16782"	"Electronic_Arts"	"1"	"['LTD']"	"ea does not assume any responsibility or liability for ugc , for removing it , or not removing it or other content ."	"[6]"	""
"2993"	"Expedia"	"0"	"[]"	"a statement that `` the information in the notification is accurate , and under penalty of perjury , the complaining party is authorized to act on behalf of the owner of an exclusive right that is allegedly infringed . ''"	"[0]"	"A statement that ""the information in the notification is accurate, and under penalty of perjury, the complaining party is authorized to act on behalf of the owner of an exclusive right that is allegedly infringed."""
"67"	"Mozilla"	"1"	"['J']"	"all claims and disputes arising out of the communications or these terms shall be brought exclusively in the courts of santa clara county , california , and you consent to personal jurisdiction in those courts ."	"[4]"	"These Terms constitute the entire agreement between you and Mozilla concerning our Communications and supersede any prior versions of these Terms. The Communications and these Terms are governed by the laws of the state of California, U.S.A., excluding its conflict of law provisions. All claims and disputes arising out of the Communications or these Terms shall be brought exclusively in the courts of Santa Clara County, California, and you consent to personal jurisdiction in those courts. If any portion of these Terms is held to be invalid or unenforceable, the remaining portions will remain in full force and effect. In the event of a conflict between a translated version of these Terms and the English language version, the English language version shall control. In the event of a conflict between these Terms and relevant additional terms, the additional terms shall control."
"10250"	"Paradox"	"0"	"[]"	"explicitly , this license shall include the right to make the mod publicly available through other channels of distribution , and the right to adapt a mod to be compatible with other platforms ."	"[0]"	"By publishing a mod based on a Paradox game, you hereby grant to Paradox and its affiliates a non-exclusive, royalty-free, sublicensable and perpetual right to use, reproduce, modify, create derivative works from, distribute, transmit, broadcast, and otherwise communicate, publicly display and publicly perform your mod. Explicitly, this license shall include the right to make the mod publicly available through other channels of distribution, and the right to adapt a mod to be compatible with other platforms. This license shall survive termination of the EULA."
"10410"	"Snap"	"1"	"['CR', 'TER']"	"your content in memories might become unavailable for any number of reasons , including things like an operational glitch or a decision on our end to terminate your account ."	"[3, 8]"	"Your content in Memories might become unavailable for any number of reasons, including things like an operational glitch or a decision on our end to terminate your account. Since we can’t promise that your content will always be available, we recommend keeping a separate copy of the content you save to Memories."
"13967"	"Grindr"	"1"	"['A']"	"you may opt-out of arbitration ."	"[1]"	"YOU MAY OPT-OUT OF ARBITRATION. IF YOU ARE A NEW GRINDR USER, YOU CAN CHOOSE TO REJECT THE AGREEMENT TO ARBITRATE PROVISION (“OPT-OUT”) BY EMAILING US AN OPT-OUT NOTICE TO ARBITRATIONOPTOUT@GRINDR.COM (“OPT-OUT NOTICE”) OR REGULAR MAIL TO: Grindr LLC, PO Box 69176, West Hollywood, CA 90069. THE OPT-OUT NOTICE MUST BE RECEIVED NO LATER THAN THIRTY (30) DAYS AFTER THE DATE YOU ACCEPT THE TERMS OF THIS AGREEMENT FOR THE FIRST TIME. IF YOU ARE NOT A NEW GRINDR USER, YOU HAVE UNTIL THIRTY (30) DAYS AFTER THE POSTING OF THE NEW TERMS TO SUBMIT AN ARBITRATION OPT-OUT NOTICE."
"11597"	"Duolingo"	"0"	"[]"	"in the event that any of the terms and conditions are held by a court or other tribunal of competent jurisdiction to be unenforceable , such provisions shall be limited or eliminated to the minimum extent necessary so that these terms and conditions shall otherwise remain in full force and effect ."	"[0]"	"Miscellaneous These Terms and Conditions constitute the entire agreement between Duolingo and you concerning the subject matter hereof. In the event that any of the Terms and Conditions are held by a court or other tribunal of competent jurisdiction to be unenforceable, such provisions shall be limited or eliminated to the minimum extent necessary so that these Terms and Conditions shall otherwise remain in full force and effect. A waiver by Duolingo or you of any provision of these Terms and Conditions or any breach thereof, in any one instance, will not waive such term or condition or any subsequent breach thereof. Duolingo may assign its rights or obligations under these Terms and Conditions without condition. These Terms and Conditions will be binding upon and will inure to the benefit of Duolingo and you, and Duolingo’s and your respective successors and permitted assigns."
"16345"	"TikTok"	"0"	"[]"	"any changes which we may make to the services , or for any permanent or temporary cessation in the provision of the services -lrb- or any features within the services -rrb- ;"	"[0]"	"ANY LOSS OR DAMAGE WHICH MAY BE INCURRED BY YOU AS A RESULT OF: ANY RELIANCE PLACED BY YOU ON THE COMPLETENESS, ACCURACY OR EXISTENCE OF ANY ADVERTISING, OR AS A RESULT OF ANY RELATIONSHIP OR TRANSACTION BETWEEN YOU AND ANY ADVERTISER OR SPONSOR WHOSE ADVERTISING APPEARS ON THE SERVICE; ANY CHANGES WHICH WE MAY MAKE TO THE SERVICES, OR FOR ANY PERMANENT OR TEMPORARY CESSATION IN THE PROVISION OF THE SERVICES (OR ANY FEATURES WITHIN THE SERVICES); THE DELETION OF, CORRUPTION OF, OR FAILURE TO STORE, ANY CONTENT AND OTHER COMMUNICATIONS DATA MAINTAINED OR TRANSMITTED BY OR THROUGH YOUR USE OF THE SERVICES; YOUR FAILURE TO PROVIDE US WITH ACCURATE ACCOUNT INFORMATION; OR YOUR FAILURE TO KEEP YOUR PASSWORD OR ACCOUNT DETAILS SECURE AND CONFIDENTIAL."
"17903"	"Microsoft"	"0"	"[]"	"mpeg la , l.l.c. requires this notice :"	"[0]"	"Notice about the H.264/AVC, MPEG-4 Visual, and VC-1 Video Standards. The software may include H.264/AVC, MPEG-4 Visual and/or VC-1 codec technology that may be licensed by MPEG LA, L.L.C. This technology is a format for data compression of video information. MPEG LA, L.L.C. requires this notice:"
